FAMILLE,TICKET_ID,MOIS_VENTE,PRIX_NET,UNIVERS,MAILLE,LIBELLE,CLI_ID
HYGIENE,35790384,10,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 ORANGE FL 200ML,800539707
SOINS DU VISAGE,35929105,11,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GEL CR ZERO DEFAUT SEBOVEG 50ML,800539707
HYGIENE,35929105,11,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,800539707
HYGIENE,35929105,11,3.0,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 CIT VERT FL 200ML,800539707
SOINS DU VISAGE,36137900,12,3.5,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800539707
HYGIENE,36137900,12,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LAVANDIN DE PROVENCE 200ML,800539707
HYGIENE,36137900,12,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 THE VERT FL200ML,800539707
HYGIENE,36137900,12,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 ORANGE FL 200ML,800539707
HYGIENE,33690643,3,4.45,HYG_RASAGE,HYG_HOMME,GEL A RASER CLEAN  & FRESH,800540143
CAPILLAIRES,33690643,3,5.95,CAP_TRAITEMENT,CAPILLAIRE_AUTRE,SVC REPARATION MASQUE 150ml,800540143
PARFUMAGE,35138167,8,5.0,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,800540143
PARFUMAGE,35138167,8,5.0,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC THE VERT VAPO 125ML  F . V,800540143
CAPILLAIRES,35138167,8,5.95,CAP_TRAITEMENT,CAPILLAIRE_AUTRE,SVC REPARATION MASQUE 150ml,800540143
CAPILLAIRES,35138167,8,4.95,CAP_TRAITEMENT,CAPILLAIRE_AUTRE,HUILE REPARATRICE 150ML,800540143
MAQUILLAGE,35138167,8,4.95,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILL 2011 RUBIS 103 CN3 5.5,800540143
MAQUILLAGE,35138167,8,2.95,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,800540143
MAQUILLAGE,35138167,8,4.95,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILL 2011 TAUPE106 CN3 5.5,800540143
CAPILLAIRES,35138167,8,4.95,CAP_TENUE DE LA COIFFURE,CAPILLAIRE_AUTRE,SPRAY SCULPTANT 150ML,800540143
PARFUMAGE,35222330,8,5.0,PARF_EAUX DE COLOGNE,PARF_PARFUM,FRAICHEUR CHEVREF EDC 125ML,800540143
PARFUMAGE,35222330,8,5.0,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC FRAICHEUR VERVEINE 125ML,800540143
MAQUILLAGE,36377052,12,9.95,MAQ_YEUX Mascara Vertige,MAQ_YEUX_MASCA_HG,MASCARA VOL VERTIGE NOIR CN3 9ML,800540143
SOINS DU VISAGE,33075257,1,3.5,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,800540523
SOINS DU VISAGE,33075257,1,9.0,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,BB CREME MEDIUM PEAU PARFAITE T50ML,800540523
SOINS DU VISAGE,33075257,1,5.0,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,25 LINGETTES DEFROISSANTES SV,800540523
SOINS DU CORPS,33467623,2,12.45,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC FERM LIFTING BUSTE Fl100ml,800540523
HYGIENE,33467623,2,2.45,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,GD ROSE FP FL200ML,800540523
MAQUILLAGE,33467623,2,7.45,MAQ_LEV RAL Hydr,MAQ_LEV_RAL_HMG,RAL CR HYD ROS/DAMAS CN3 09 3.7,800540523
MAQUILLAGE,33467623,2,4.45,MAQ_ONG Vernis CN,MAQ_ONGLES,VAO BRILL ROSE NUDE 13 CN3 5.5ML,800540523
HYGIENE,33467623,2,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,800540523
SOINS DU VISAGE,33948650,4,5.9,VIS_DEMAQ AAAR,VIS_AAAR_DEMAQLOTION,25 LINGETTES DEFROISSANTES SV,800540523
HYGIENE,33948650,4,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM RIZ DU LAOS FL 200ML,800540523
HYGIENE,33948650,4,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,800540523
PARFUMAGE,33331969,2,25.0,PARF_EAUX MONOI,PARF_EDT,EDT EAU DES LAGONS MONOI DE TAHITI 100ML,800540935
HYGIENE,33331969,2,5.0,HYG_DOUCHE HAMMAM,HYG_AUTRES,HUILE DOUCHE TRAD DE HAM. FL200ML,800540935
SOINS DU CORPS,33331969,2,14.95,CORPS_SOINS HAMMAM,CORPS_SPA_ET_MINCEUR,HLE MASS TRAD HAMMAM FL100,800540935
MAQUILLAGE,34986624,7,3.0,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY REG MENTHE IT/COL FEV14 LU4 3,25G",800542321
MAQUILLAGE,33500630,3,4.45,MAQ_YEUX Eyeliner,MAQ_YEUX_MASCA_EYEL_FARD,"EYE LINER NOIR 81 LUM4 2,5ML",834507647
MAQUILLAGE,33500630,3,1.95,MAQ_YEUX Crayons,MAQ_YEUX_CLASSIQUE,"CRAY KHOL NOIR 81 LUM4 1,3gr",834507647
MAQUILLAGE,33500630,3,3.95,MAQ_YEUX Mascara Basic,MAQ_YEUX_CLASSIQUE,"MASCARA BEAUTE NOIR 81 LUM4 6,5ML",834507647
MAQUILLAGE,33500630,3,4.95,MAQ_ONG AUTRES,MAQ_ONGLES,BASE ONGLES RENFORCES MANUC CN3 10ML,834507647
MAQUILLAGE,34924873,7,5.45,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE CLAIR 10G LUMINELLE 4,841752369
HYGIENE,35550307,9,13.9,HYG_DEO PARFUMS,HYG_PARFUMEE,DEO PARFUME 100ML EVIDENCE,841752369
MAQUILLAGE,35550307,9,10.9,MAQ_TEINT Poudres,MAQ_TEINT,PC TEINT BEIGE CLAIR 10G LUMINELLE 4,841752369
SOINS DU VISAGE,35550307,9,5.95,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,MASQUE PURETE SEBOVEGETAL 75ML,841752369
SOINS DU VISAGE,35550307,9,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,841752369
MAQUILLAGE,35939832,11,19.9,MAQ_TEINT Font teint,MAQ_TEINT,FDT PUR LIGH BEIGE 200 TT CLAIR CN3 30ML,841752369
MAQUILLAGE,35939832,11,14.5,MAQ_TEINT Poudres,MAQ_TEINT,PDRE RAY JEUN BEIGE200 TT CLAIR CN3 8G,841752369
MAQUILLAGE,35993362,11,9.95,MAQ_TEINT Fard a joues,MAQ_TEINT,BLUSH NAT MEDIUM/ROSE CN3 7G,841752369
MAQUILLAGE,35993362,11,19.9,MAQ_TEINT Font teint,MAQ_TEINT,FDT PUR LIGH BGE 100TT TR CLAIR CN3 30ML,841752369
PARFUMAGE,33016737,1,12.9,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC THE VERT VAPO 125ML  F . V,859175536
PARFUMAGE,33016737,1,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT NATURE HOMME VAPO 50ML,859175536
PARFUMAGE,33016737,1,7.9,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT VANILLE PN2 100ML VPM,859175536
CAPILLAIRES,33596614,3,3.54,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC BRILLANCE SH 300ML,859175536
PARFUMAGE,33596614,3,6.45,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC THE VERT VAPO 125ML  F . V,859175536
PARFUMAGE,33911171,4,6.45,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC THE VERT VAPO 125ML  F . V,859175536
PARFUMAGE,33911171,4,6.45,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC THE VERT VAPO 125ML  F . V,859175536
HYGIENE,34260129,5,2.95,HYG_DEO JARDINMONDE,HYG_JDM,DEO JDM4 LOTUS FL50ML,859175536
CAPILLAIRES,35085524,8,3.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC BRILLANCE SH 300ML,859175536
PARFUMAGE,35594848,10,12.9,PARF_EAUX DE COLOGNE,PARF_PARFUM,EDC THE VERT VAPO 125ML  F . V,859175536
CAPILLAIRES,33286185,2,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC VOLUME SH 300ML,860152194
CAPILLAIRES,33286185,2,4.95,CAP_TENUE DE LA COIFFURE,CAPILLAIRE_AUTRE,SPRAY VOLUME 200ML,860152194
SOINS DU CORPS,33016542,1,5.0,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,869584446
MAQUILLAGE,33143980,1,4.95,MAQ_ONG AUTRES,MAQ_ONGLES,BASE ONGLES RENFORCES MANUC CN3 10ML,869584446
HYGIENE,33301160,2,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL400ML,869584446
HYGIENE,33301160,2,3.33,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAMBOISE PN2 FL400ML,869584446
HYGIENE,33301160,2,3.34,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD FRAISE PN2 FL400ML,869584446
SOINS DU VISAGE,33431911,2,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,869584446
MAQUILLAGE,33716134,3,4.95,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,PORTE MINE VIOLET 04 CN3 0.3G,869584446
MAQUILLAGE,33913407,4,4.95,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,PORTE MINE BLEU FLASH 02 CN3 0.3G,869584446
MAQUILLAGE,34323535,6,2.95,MAQ_ONG AUTRES,MAQ_ONGLES,DISSOLVANT FLACON MANUC CN3 100ML,869584446
MAQUILLAGE,34444591,6,4.95,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,PORTE MINE VERT 03 CN3 0.3G,869584446
SOLAIRES,34557113,6,3.95,SOL_APRES SOLEIL,SOLAIRE,LAIT 3EN1 PROTECTYL AP SOL FL150,869584446
SOINS DU VISAGE,34557113,6,19.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR J SERUM FONDAMEN AAG FL30ml,869584446
SOINS DU CORPS,34897217,7,5.0,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC 3en1  nutritotal T150ml,869584446
MAQUILLAGE,35040807,8,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO BLEU AQUAREL 55 IT/COL AOUT14 L4 3ML,869584446
SOINS DU VISAGE,35293207,9,3.6,VIS_DEMAQ BLEUET,VIS_AUTRES,DEMAQ EXPRESS PUR BLEUET FL125ML,869584446
HYGIENE,35633350,10,5.9,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,2013 GD PARFUME F200 ML EVIDENCE,869584446
MAQUILLAGE,35687326,10,4.5,MAQ_YEUX Stylos,MAQ_YEUX_CLASSIQUE,"PORTE MINE YEUX DORE 10 CN3 0,3G",869584446
SOINS DU CORPS,35923688,11,9.9,SOINS CORPS ANTI-AGE,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS ANTIRIDES RC T50ml,869584446
SOINS DU CORPS,36147293,12,7.95,CORPS_LAIT HUILE PARFUMS,CORPS_HYDR_LAIT_HUILE,LAIT PARF F200 ML EVIDENCE,869584446
SOINS DU VISAGE,33568150,3,9.0,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,BB CREME MEDIUM PEAU PARFAITE T50ML,869733259
MAQUILLAGE,33568150,3,9.95,MAQ_TEINT Font teint,MAQ_TEINT,FDT PUR LIGH BEIGE 200 TT CLAIR CN3 30ML,869733259
SOLAIRES,34481940,6,7.9,SOL_APRES SOLEIL,SOLAIRE,LAIT 3EN1 PROTECTYL AP SOL FL150,869733259
MAQUILLAGE,34481940,6,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL MURE 42 LUMINELLE4 3,5G",869733259
SOLAIRES,34481940,6,7.45,SOL_PROTECTEURS SOLAIRES,SOLAIRE,LAIT IP6 FL150 PROT VEG,869733259
CAPILLAIRES,35265654,9,3.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC SHAMP ANTIPEL FL300ML,869990544
SOINS DU CORPS,35265654,9,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,869990544
CAPILLAIRES,35558580,9,3.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC SHAMP ANTIPEL FL300ML,869990544
CAPILLAIRES,35674855,10,2.95,CAP_SHAMP SPECIFIQUE,CAPILLAIRE_SHAMPOING,SVC PURETE SH 300 ML,869990544
CAPILLAIRES,35674855,10,2.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC SHAMP ANTIPEL FL300ML,869990544
MAQUILLAGE,35820084,10,1.65,MAQ_ONG Vernis LUM,MAQ_ONGLES,VAO BLEU ROI ETE14 ANI LUM4 3ML,869990544
MAQUILLAGE,35820084,10,4.95,MAQ_TEINT Perfect Correcteur,MAQ_TEINT,STICK COR ZERO DEF BGE MOYEN02 CN3 1.4G,869990544
SOINS DU VISAGE,35820084,10,4.95,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NETTOYANT DESINCRUSTANT 125ML,869990544
MAQUILLAGE,35820084,10,3.95,MAQ_YEUX Mascara Basic,MAQ_YEUX_CLASSIQUE,"MASCARA BEAUTE NOIR 81 LUM4 6,5ML",869990544
SOINS DU VISAGE,35820084,10,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GEL CR ZERO DEFAUT SEBOVEG 50ML,869990544
MAQUILLAGE,35820084,10,7.45,MAQ_YEUX Eyeliner,MAQ_YEUX_MASCA_EYEL_FARD,EYE LINER NOIR CN3 2.5ML,869990544
SOINS DU CORPS,35820084,10,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,869990544
CAPILLAIRES,35888962,11,3.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC ANTIPELL SH TRAITANT FL200ML,869990544
HYGIENE,35888962,11,4.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GD PAILLETE FRUITS NOIRS 250 ML,869990544
HYGIENE,35982250,11,4.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GD PAILLETE FRUITS NOIRS 250 ML,869990544
CAPILLAIRES,35982250,11,3.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC SHAMP ANTIPEL FL300ML,869990544
CAPILLAIRES,35982250,11,3.95,CAP_SHAMP TSCHEVEUX,CAPILLAIRE_SHAMPOING,SVC SHAMP ANTIPEL FL300ML,869990544
PARFUMAGE,36033914,11,7.9,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT  POIRE CARAMEL  PN 100ML  VPM,869990544
PARFUMAGE,34881598,7,27.0,PARF_PARF ET EAU DE PARF,PARF_PARFUM,EDP MOMENT DE BONHEUR VAPO 50ML,871313816
PARFUMAGE,34881598,7,18.0,PARF_EAUX HOMMES,PARF_HOMME,EDT EVIDENCE HOMME  VAPO 75ML,871313816
PARFUMAGE,34881598,7,18.0,PARF_EAUX HOMMES,PARF_HOMME,EDT 50ML  AMBRE NOIR,871313816
HYGIENE,33559837,3,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MACADAMIA FL 200ML,871534306
HYGIENE,33559837,3,2.45,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,UMAJ GD CERISIERS FL200ML,871534306
PARFUMAGE,33559837,3,12.5,PARF_EAUX HOMMES,PARF_HOMME,EDT VAPO 75ML HOGGAR,871534306
HYGIENE,33625865,3,1.95,HYG_DOUCHE PARFUMS,HYG_PARFUMEE,UMAJ GD CERISIERS FL200ML,871534306
MAQUILLAGE,33625865,3,4.75,MAQ_YEUX Sourcils,MAQ_YEUX_CLASSIQUE,CRAYON SOURCILS BRUN CN3 1.1G,871534306
HYGIENE,33625865,3,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 TIARE FL 200ML,871534306
HYGIENE,34292348,6,3.95,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT FRAMBOISE T200 ML,871534306
SOINS DU CORPS,34292348,6,4.95,CORPS_HYDRA NOURRISANT,CORPS_HYDRA_NOURRI_ET_SOINS,SVC REP LAIT REP T150ML,871534306
MAQUILLAGE,34404247,6,4.75,MAQ_YEUX Sourcils,MAQ_YEUX_CLASSIQUE,CRAYON SOURCILS BRUN CN3 1.1G,871534306
SOINS DU VISAGE,34631768,7,6.45,VIS_CJOUR BIO,VIS_BIO,BIO NUTR VISAGE CULT BIO2 50ML,871534306
SOINS DU VISAGE,34631768,7,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/MIX HYDRA/VEG P50ML,871534306
SOINS DU VISAGE,34631768,7,3.45,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GOMM ABRICOT  BTE CROQUER T50,871534306
HYGIENE,34631768,7,1.95,HYG_DOUCHE MONOI,HYG_MONOI_ET_EDIT_SPEC,MDT SD DES LAGONS 150 ML,871534306
SOINS DU VISAGE,34631768,7,3.45,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,MSQ CRANBERRY BTE CROQUER T50,871534306
SOINS DU VISAGE,34631768,7,19.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,GRAND SOIN RICHE CREME P75ml,871534306
SOINS DU VISAGE,34631768,7,3.45,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GEL NETT HYDRA VEG T125ML,871534306
SOINS DU VISAGE,35223462,8,6.01,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR JOUR PX/MIX HYDRA/VEG P50ML,871534306
SOINS DU VISAGE,35223462,8,4.36,VIS_LOTIONS Jeunes Specifique,VIS_JEUNE_ET_LEVRE,HYDRA TONIQUE FL 200ML,871534306
SOINS DU VISAGE,35223462,8,3.45,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GEL NETTOYANT PURIFIANT 125 ML,871534306
SOINS DU VISAGE,35223462,8,3.81,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GEL NETT HYDRA VEG T125ML,871534306
MAQUILLAGE,35245935,9,4.75,MAQ_YEUX Sourcils,MAQ_YEUX_CLASSIQUE,CRAYON SOURCILS BRUN CN3 1.1G,871534306
SOINS DU VISAGE,35245935,9,2.95,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GOMM ABRICOT  BTE CROQUER T50,871534306
SOINS DU VISAGE,35245935,9,2.95,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GOMM ABRICOT  BTE CROQUER T50,871534306
MAQUILLAGE,35245936,9,5.95,MAQ_YEUX Sourcils,MAQ_YEUX_CLASSIQUE,CRAYON SOURCILS BRUN CN3 1.1G,871534306
HYGIENE,35867545,11,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM FRUITS NOIRS 200 ML,871534306
SOINS DU CORPS,35867545,11,2.5,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS T75 ml FRUITS ROUGES,871534306
SOINS DU VISAGE,35867545,11,3.95,VIS_MASQUE Jeunes Specifique,VIS_JEUNE_ET_LEVRE,MSQ CRANBERRY BTE CROQUER T50,871534306
SOINS DU VISAGE,35867545,11,5.45,VIS_CJOUR Jeunes Specifique,VIS_JEUNE_ET_LEVRE,CR HYDRATAT SPF25 HYDR/VEG 50ML,871534306
SOINS DU VISAGE,35867545,11,3.95,VIS_LOTIONS Jeunes Specifique,VIS_JEUNE_ET_LEVRE,HYDRA TONIQUE FL 200ML,871534306
SOINS DU VISAGE,35867545,11,9.9,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,NETTOYANT DESINCRUSTANT 125ML,871534306
SOINS DU VISAGE,35867545,11,3.95,VIS_DEMAQ Jeunes Specifique,VIS_JEUNE_ET_LEVRE,GEL NETT HYDRA VEG T125ML,871534306
SOINS DU CORPS,35867545,11,9.95,CORPS_LAIT HUILE AUTRES,CORPS_HYDR_LAIT_HUILE,POUDRCORPSPAILLE FRUITSNOIR,871534306
SOINS DU CORPS,35969248,11,2.5,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,CREME MAINS T75 ml FRUITS ROUGES,871534306
HYGIENE,35969248,11,1.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,GM 200ml FRUITS ROUGES,871534306
HYGIENE,35969248,11,3.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,DOUCH GOMMANTE F ROUGES F200 ML,871534306
SOINS DU VISAGE,35969248,11,1.95,VIS_SOIN LEVRES,VIS_JEUNE_ET_LEVRE,BAUME NOUR LEV FRUITS ROUGES OS14 4G,871534306
PARFUMAGE,34097597,5,7.9,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT VANILLE PN2 100ML VPM,871597163
PARFUMAGE,35774604,10,7.9,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT VANILLE PN2 100ML VPM,871597163
HYGIENE,35911353,11,3.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,DOUCH GOMMANTE F ROUGES F200 ML,871597163
HYGIENE,36105636,12,3.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,DOUCH GOMMANTE FRUITS NOIRS T 200 ML,871597163
HYGIENE,36105636,12,3.95,HYG_DOUCHE EDT NOEL,HYG_MONOI_ET_EDIT_SPEC,DOUCH GOMMANTE F ROUGES F200 ML,871597163
SOINS DU CORPS,36253348,12,1.5,CORPS_LAIT HUILE PLAISIRNATURE,CORPS_HYDR_LAIT_HUILE,LAIT MURE PN2 FL50ML,871597163
HYGIENE,36253348,12,4.9,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD VANILLE PN2 FL400ML,871597163
HYGIENE,36253348,12,1.0,HYG_BAIN SEL HUILE PERLE,HYG_PLAISIRNAT_BAIN_SAVON,CUBE DE BAIN MURE PN2 20G,871597163
HYGIENE,36253348,12,1.5,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,BD MURE PN2 FL50ML,871597163
SOINS DU VISAGE,36253348,12,15.95,VIS_SOIN HOMMES,VIS_HOMMES,ANTI AGE ENERGIE FL 50ML,871597163
PARFUMAGE,36253348,12,3.5,PARF_EAUX PLAISIR NATURE,PARF_EDT,EDT MURE PN2 20ML,871597163
SOINS DU VISAGE,32977946,1,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
MAQUILLAGE,32977946,1,10.0,MAQ_TEINT Font teint,MAQ_TEINT,FDT ROSE ROS300 TT MEDIUM CN3FL30,871952861
SOINS DU VISAGE,33308556,2,2.95,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,871952861
SOINS DU CORPS,33308556,2,1.95,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SVC CREME QUOTIDIENNE T75ml,871952861
HYGIENE,33308556,2,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 TIARE FL 200ML,871952861
SOINS DU VISAGE,33461471,2,12.9,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
SOINS DU CORPS,33461471,2,1.75,CORPS_SOIN DES MAINS,CORPS_HYDRA_NOURRI_ET_SOINS,SOS MAINS PROPRE T30ML SVC,871952861
SOINS DU VISAGE,34113724,5,15.9,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
SOINS DU VISAGE,34113724,5,10.9,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,CR RESPLENDISS JR SPF20 SV50ml,871952861
HYGIENE,34113724,5,1.95,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,871952861
SOINS DU VISAGE,34652090,7,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
HYGIENE,34652090,7,1.5,HYG_DOUCHE HOMMES,HYG_HOMME,GEL DOUCHE FRAICHEUR VETIVER 200ML,871952861
HYGIENE,34652090,7,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 LOTUS FL200ML,871952861
HYGIENE,35337182,9,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 COTON  FL 200ML,871952861
HYGIENE,35337182,9,1.0,HYG_DOUCHE EDT ETE,HYG_MONOI_ET_EDIT_SPEC,GEL DOUCHE ETE 2014 200 ML,871952861
SOINS DU VISAGE,35337182,9,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
SOINS DU VISAGE,35337182,9,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
HYGIENE,35337182,9,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,CD JDM4 MAGNOLIA FL 200ML,871952861
HYGIENE,35337182,9,1.5,HYG_DOUCHE JARDINMONDE,HYG_JDM,GD JDM4 THE VERT FL200ML,871952861
SOINS DU VISAGE,35948128,11,2.95,VIS_DEMAQ PUR,VIS_PUR,LINGETTES CALMILLE 2013,871952861
MAQUILLAGE,35948128,11,5.95,MAQ_TEINT Font teint,MAQ_TEINT,VOILE DE TT CLAIR NAT 01 LU4 30ML,871952861
SOINS DU VISAGE,35948128,11,14.0,VIS_CJOUR AAAR,VIS_AAAR_HORS_DEMAQLOTION,REPACK AR BIEN JOUR RC2 P 50ml,871952861
MAQUILLAGE,35948128,11,4.25,MAQ_LEV RAL Lum4,MAQ_LEV_BASPRIX,"RAL CHOCOLAT 73 LUM4 3,5G",871952861
HYGIENE,36484339,12,3.29,HYG_DOUCHE PLAISIRNATURE,HYG_PLAISIRNAT_BAIN_SAVON,GD GOMMANT MURE T200 ML,871952861
